schedule_id,doctor_id,shift_date,shift_start,shift_end
SCH0049052,DOC0159,12/7/2024,8:00,14:00
SCH0049053,DOC0159,12/7/2024,20:00,8:00
SCH0049054,DOC0159,12/8/2024,8:00,14:00
SCH0049055,DOC0159,12/9/2024,14:00,20:00
SCH0049056,DOC0159,12/9/2024,20:00,8:00
SCH0049057,DOC0159,12/10/2024,8:00,14:00
SCH0049058,DOC0159,12/11/2024,14:00,20:00
SCH0049059,DOC0159,12/11/2024,8:00,14:00
SCH0049060,DOC0159,12/13/2024,20:00,8:00
SCH0049061,DOC0159,12/14/2024,20:00,8:00
SCH0049062,DOC0159,12/14/2024,8:00,14:00
SCH0049063,DOC0159,12/15/2024,8:00,14:00
SCH0049064,DOC0159,12/15/2024,20:00,8:00
SCH0049065,DOC0159,12/16/2024,14:00,20:00
SCH0049066,DOC0159,12/17/2024,20:00,8:00
SCH0049067,DOC0159,12/18/2024,14:00,20:00
SCH0049068,DOC0159,12/19/2024,20:00,8:00
SCH0049069,DOC0159,12/20/2024,20:00,8:00
SCH0049070,DOC0159,12/21/2024,8:00,14:00
SCH0049071,DOC0159,12/21/2024,14:00,20:00
SCH0049072,DOC0159,12/23/2024,8:00,14:00
SCH0049073,DOC0159,12/24/2024,14:00,20:00
SCH0049074,DOC0159,12/25/2024,14:00,20:00
SCH0049075,DOC0159,12/25/2024,20:00,8:00
SCH0049076,DOC0159,12/26/2024,8:00,14:00
SCH0049077,DOC0159,12/28/2024,8:00,14:00
SCH0049078,DOC0159,12/28/2024,14:00,20:00
SCH0049079,DOC0159,12/29/2024,14:00,20:00
SCH0049080,DOC0159,12/30/2024,8:00,14:00
SCH0049081,DOC0159,12/31/2024,8:00,14:00
SCH0049082,DOC0159,12/31/2024,20:00,8:00
SCH0049083,DOC0159,1/1/2025,14:00,20:00
SCH0049084,DOC0159,1/4/2025,8:00,14:00
SCH0049085,DOC0159,1/7/2025,20:00,8:00
SCH0049086,DOC0159,1/7/2025,8:00,14:00
SCH0049087,DOC0159,1/8/2025,14:00,20:00
SCH0049088,DOC0159,1/8/2025,8:00,14:00
SCH0049089,DOC0159,1/9/2025,20:00,8:00
SCH0049090,DOC0159,1/9/2025,14:00,20:00
SCH0049091,DOC0159,1/10/2025,8:00,14:00
SCH0049092,DOC0159,1/10/2025,20:00,8:00
SCH0049093,DOC0159,1/11/2025,14:00,20:00
SCH0049094,DOC0159,1/13/2025,20:00,8:00
SCH0049095,DOC0159,1/14/2025,14:00,20:00
SCH0049096,DOC0159,1/15/2025,14:00,20:00
SCH0049097,DOC0159,1/16/2025,20:00,8:00
SCH0049098,DOC0159,1/16/2025,8:00,14:00
SCH0049099,DOC0159,1/17/2025,8:00,14:00
SCH0049100,DOC0159,1/18/2025,14:00,20:00
SCH0049101,DOC0159,1/18/2025,20:00,8:00
SCH0049102,DOC0159,1/19/2025,20:00,8:00
SCH0049103,DOC0159,1/20/2025,20:00,8:00
SCH0049104,DOC0159,1/21/2025,8:00,14:00
SCH0049105,DOC0159,1/24/2025,14:00,20:00
SCH0049106,DOC0159,1/26/2025,20:00,8:00
SCH0049107,DOC0159,1/28/2025,14:00,20:00
SCH0049108,DOC0159,1/31/2025,14:00,20:00
SCH0049109,DOC0159,1/31/2025,20:00,8:00
SCH0049110,DOC0159,2/1/2025,8:00,14:00
SCH0049111,DOC0159,2/3/2025,8:00,14:00
SCH0049112,DOC0159,2/3/2025,20:00,8:00
SCH0049113,DOC0159,2/4/2025,8:00,14:00
SCH0049114,DOC0159,2/5/2025,8:00,14:00
SCH0049115,DOC0159,2/6/2025,8:00,14:00
SCH0049116,DOC0159,2/7/2025,20:00,8:00
SCH0049117,DOC0159,2/9/2025,20:00,8:00
SCH0049118,DOC0159,2/9/2025,8:00,14:00
SCH0049119,DOC0159,2/10/2025,14:00,20:00
SCH0049120,DOC0159,2/12/2025,14:00,20:00
SCH0049121,DOC0159,2/15/2025,20:00,8:00
SCH0049122,DOC0159,2/16/2025,8:00,14:00
SCH0049123,DOC0159,2/17/2025,8:00,14:00
SCH0049124,DOC0159,2/18/2025,8:00,14:00
SCH0049125,DOC0159,2/18/2025,14:00,20:00
SCH0049126,DOC0159,2/25/2025,8:00,14:00
SCH0049127,DOC0159,2/27/2025,20:00,8:00
SCH0049128,DOC0159,2/28/2025,14:00,20:00
SCH0049129,DOC0159,3/2/2025,8:00,14:00
SCH0049130,DOC0159,3/3/2025,20:00,8:00
SCH0049131,DOC0159,3/5/2025,8:00,14:00
SCH0049132,DOC0159,3/6/2025,8:00,14:00
SCH0049133,DOC0159,3/7/2025,14:00,20:00
SCH0049134,DOC0159,3/8/2025,20:00,8:00
SCH0049135,DOC0159,3/9/2025,8:00,14:00
SCH0049136,DOC0159,3/10/2025,20:00,8:00
SCH0049137,DOC0159,3/10/2025,8:00,14:00
SCH0049138,DOC0159,3/11/2025,14:00,20:00
SCH0049139,DOC0159,3/12/2025,8:00,14:00
SCH0049140,DOC0159,3/15/2025,14:00,20:00
SCH0049141,DOC0159,3/15/2025,20:00,8:00
SCH0049142,DOC0159,3/17/2025,14:00,20:00
SCH0049143,DOC0159,3/17/2025,8:00,14:00
SCH0049144,DOC0159,3/18/2025,14:00,20:00
SCH0049145,DOC0159,3/18/2025,8:00,14:00
SCH0049146,DOC0159,3/21/2025,14:00,20:00
SCH0049147,DOC0159,3/23/2025,20:00,8:00
SCH0049148,DOC0159,3/24/2025,8:00,14:00
SCH0049149,DOC0159,3/24/2025,20:00,8:00
SCH0049150,DOC0159,3/25/2025,20:00,8:00
SCH0049151,DOC0159,3/26/2025,20:00,8:00
SCH0049152,DOC0159,3/27/2025,20:00,8:00
SCH0049153,DOC0159,3/27/2025,8:00,14:00
SCH0049154,DOC0159,3/28/2025,20:00,8:00
SCH0049155,DOC0159,3/31/2025,20:00,8:00
SCH0049156,DOC0159,4/1/2025,8:00,14:00
SCH0049157,DOC0159,4/2/2025,14:00,20:00
SCH0049158,DOC0159,4/4/2025,14:00,20:00
SCH0049159,DOC0159,4/5/2025,20:00,8:00
SCH0049160,DOC0159,4/7/2025,20:00,8:00
SCH0049161,DOC0159,4/7/2025,14:00,20:00
SCH0049162,DOC0159,4/8/2025,14:00,20:00
SCH0049163,DOC0159,4/9/2025,14:00,20:00
SCH0049164,DOC0159,4/11/2025,20:00,8:00
SCH0049165,DOC0159,4/11/2025,8:00,14:00
SCH0049166,DOC0159,4/12/2025,20:00,8:00
SCH0049167,DOC0159,4/13/2025,8:00,14:00
SCH0049168,DOC0159,4/16/2025,8:00,14:00
SCH0049169,DOC0159,4/17/2025,14:00,20:00
SCH0049170,DOC0159,4/18/2025,20:00,8:00
SCH0049171,DOC0159,4/19/2025,14:00,20:00
SCH0049172,DOC0159,4/21/2025,8:00,14:00
SCH0049173,DOC0159,4/21/2025,14:00,20:00
SCH0049174,DOC0159,4/24/2025,8:00,14:00
SCH0049175,DOC0159,4/25/2025,8:00,14:00
SCH0049176,DOC0159,4/28/2025,20:00,8:00
SCH0049177,DOC0159,4/28/2025,14:00,20:00
SCH0049178,DOC0159,4/29/2025,8:00,14:00
SCH0049179,DOC0159,4/30/2025,20:00,8:00
SCH0049180,DOC0159,5/3/2025,20:00,8:00
SCH0049181,DOC0159,5/5/2025,20:00,8:00
SCH0049182,DOC0159,5/5/2025,8:00,14:00
SCH0049183,DOC0159,5/8/2025,8:00,14:00
SCH0049184,DOC0159,5/9/2025,20:00,8:00
SCH0049185,DOC0159,5/9/2025,14:00,20:00
SCH0049186,DOC0160,5/9/2024,20:00,8:00
SCH0049187,DOC0160,5/10/2024,8:00,14:00
SCH0049188,DOC0160,5/12/2024,8:00,14:00
SCH0049189,DOC0160,5/13/2024,14:00,20:00
SCH0049190,DOC0160,5/14/2024,8:00,14:00
SCH0049191,DOC0160,5/15/2024,14:00,20:00
SCH0049192,DOC0160,5/17/2024,8:00,14:00
SCH0049193,DOC0160,5/19/2024,8:00,14:00
SCH0049194,DOC0160,5/20/2024,8:00,14:00
SCH0049195,DOC0160,5/21/2024,8:00,14:00
SCH0049196,DOC0160,5/22/2024,8:00,14:00
SCH0049197,DOC0160,5/23/2024,14:00,20:00
SCH0049198,DOC0160,5/24/2024,8:00,14:00
SCH0049199,DOC0160,5/26/2024,8:00,14:00
SCH0049200,DOC0160,5/27/2024,14:00,20:00
SCH0049201,DOC0160,5/27/2024,20:00,8:00
SCH0049202,DOC0160,5/28/2024,20:00,8:00
SCH0049203,DOC0160,5/29/2024,8:00,14:00
SCH0049204,DOC0160,5/29/2024,20:00,8:00
SCH0049205,DOC0160,5/30/2024,14:00,20:00
SCH0049206,DOC0160,5/30/2024,20:00,8:00
SCH0049207,DOC0160,5/31/2024,14:00,20:00
SCH0049208,DOC0160,6/1/2024,14:00,20:00
SCH0049209,DOC0160,6/2/2024,14:00,20:00
SCH0049210,DOC0160,6/4/2024,8:00,14:00
SCH0049211,DOC0160,6/7/2024,8:00,14:00
SCH0049212,DOC0160,6/9/2024,8:00,14:00
SCH0049213,DOC0160,6/11/2024,20:00,8:00
SCH0049214,DOC0160,6/12/2024,8:00,14:00
SCH0049215,DOC0160,6/15/2024,20:00,8:00
SCH0049216,DOC0160,6/16/2024,20:00,8:00
SCH0049217,DOC0160,6/16/2024,14:00,20:00
SCH0049218,DOC0160,6/17/2024,8:00,14:00
SCH0049219,DOC0160,6/18/2024,14:00,20:00
SCH0049220,DOC0160,6/19/2024,20:00,8:00
SCH0049221,DOC0160,6/20/2024,8:00,14:00
SCH0049222,DOC0160,6/20/2024,14:00,20:00
SCH0049223,DOC0160,6/21/2024,20:00,8:00
SCH0049224,DOC0160,6/21/2024,14:00,20:00
SCH0049225,DOC0160,6/25/2024,8:00,14:00
SCH0049226,DOC0160,6/26/2024,20:00,8:00
SCH0049227,DOC0160,6/27/2024,8:00,14:00
SCH0049228,DOC0160,6/27/2024,20:00,8:00
SCH0049229,DOC0160,6/29/2024,20:00,8:00
SCH0049230,DOC0160,6/30/2024,14:00,20:00
SCH0049231,DOC0160,6/30/2024,8:00,14:00
SCH0049232,DOC0160,7/1/2024,14:00,20:00
SCH0049233,DOC0160,7/1/2024,20:00,8:00
SCH0049234,DOC0160,7/4/2024,8:00,14:00
SCH0049235,DOC0160,7/5/2024,8:00,14:00
SCH0049236,DOC0160,7/6/2024,8:00,14:00
SCH0049237,DOC0160,7/7/2024,14:00,20:00
SCH0049238,DOC0160,7/8/2024,20:00,8:00
SCH0049239,DOC0160,7/9/2024,20:00,8:00
SCH0049240,DOC0160,7/9/2024,14:00,20:00
SCH0049241,DOC0160,7/10/2024,14:00,20:00
SCH0049242,DOC0160,7/11/2024,14:00,20:00
SCH0049243,DOC0160,7/11/2024,20:00,8:00
SCH0049244,DOC0160,7/12/2024,8:00,14:00
SCH0049245,DOC0160,7/13/2024,20:00,8:00
SCH0049246,DOC0160,7/13/2024,14:00,20:00
SCH0049247,DOC0160,7/14/2024,14:00,20:00
SCH0049248,DOC0160,7/15/2024,8:00,14:00
SCH0049249,DOC0160,7/15/2024,14:00,20:00
SCH0049250,DOC0160,7/16/2024,14:00,20:00
SCH0049251,DOC0160,7/16/2024,20:00,8:00
SCH0049252,DOC0160,7/18/2024,8:00,14:00
SCH0049253,DOC0160,7/18/2024,20:00,8:00
SCH0049254,DOC0160,7/19/2024,14:00,20:00
SCH0049255,DOC0160,7/20/2024,20:00,8:00
SCH0049256,DOC0160,7/21/2024,8:00,14:00
SCH0049257,DOC0160,7/21/2024,14:00,20:00
SCH0049258,DOC0160,7/24/2024,8:00,14:00
SCH0049259,DOC0160,7/25/2024,14:00,20:00
SCH0049260,DOC0160,7/27/2024,20:00,8:00
SCH0049261,DOC0160,7/30/2024,20:00,8:00
SCH0049262,DOC0160,7/30/2024,8:00,14:00
SCH0049263,DOC0160,7/31/2024,20:00,8:00
SCH0049264,DOC0160,7/31/2024,8:00,14:00
SCH0049265,DOC0160,8/3/2024,20:00,8:00
SCH0049266,DOC0160,8/5/2024,20:00,8:00
SCH0049267,DOC0160,8/6/2024,14:00,20:00
SCH0049268,DOC0160,8/7/2024,8:00,14:00
SCH0049269,DOC0160,8/8/2024,8:00,14:00
SCH0049270,DOC0160,8/8/2024,20:00,8:00
SCH0049271,DOC0160,8/9/2024,8:00,14:00
SCH0049272,DOC0160,8/10/2024,20:00,8:00
SCH0049273,DOC0160,8/11/2024,14:00,20:00
SCH0049274,DOC0160,8/13/2024,20:00,8:00
SCH0049275,DOC0160,8/14/2024,8:00,14:00
SCH0049276,DOC0160,8/15/2024,20:00,8:00
SCH0049277,DOC0160,8/16/2024,8:00,14:00
SCH0049278,DOC0160,8/18/2024,20:00,8:00
SCH0049279,DOC0160,8/24/2024,14:00,20:00
SCH0049280,DOC0160,8/25/2024,20:00,8:00
SCH0049281,DOC0160,8/27/2024,8:00,14:00
SCH0049282,DOC0160,8/28/2024,8:00,14:00
SCH0049283,DOC0160,8/29/2024,20:00,8:00
SCH0049284,DOC0160,8/30/2024,20:00,8:00
SCH0049285,DOC0160,8/31/2024,8:00,14:00
SCH0049286,DOC0160,8/31/2024,14:00,20:00
SCH0049287,DOC0160,9/1/2024,14:00,20:00
SCH0049288,DOC0160,9/1/2024,20:00,8:00
SCH0049289,DOC0160,9/2/2024,20:00,8:00
SCH0049290,DOC0160,9/3/2024,20:00,8:00
SCH0049291,DOC0160,9/4/2024,8:00,14:00
SCH0049292,DOC0160,9/5/2024,20:00,8:00
SCH0049293,DOC0160,9/5/2024,8:00,14:00
SCH0049294,DOC0160,9/7/2024,14:00,20:00
SCH0049295,DOC0160,9/8/2024,14:00,20:00
SCH0049296,DOC0160,9/8/2024,20:00,8:00
SCH0049297,DOC0160,9/9/2024,8:00,14:00
SCH0049298,DOC0160,9/10/2024,14:00,20:00
SCH0049299,DOC0160,9/12/2024,20:00,8:00
SCH0049300,DOC0160,9/12/2024,8:00,14:00
SCH0049301,DOC0160,9/14/2024,8:00,14:00
SCH0049302,DOC0160,9/14/2024,20:00,8:00
SCH0049303,DOC0160,9/15/2024,14:00,20:00
SCH0049304,DOC0160,9/16/2024,14:00,20:00
SCH0049305,DOC0160,9/16/2024,8:00,14:00
SCH0049306,DOC0160,9/17/2024,8:00,14:00
SCH0049307,DOC0160,9/18/2024,20:00,8:00
SCH0049308,DOC0160,9/18/2024,14:00,20:00
SCH0049309,DOC0160,9/22/2024,14:00,20:00
SCH0049310,DOC0160,9/23/2024,14:00,20:00
SCH0049311,DOC0160,9/23/2024,8:00,14:00
SCH0049312,DOC0160,9/25/2024,8:00,14:00
SCH0049313,DOC0160,9/25/2024,20:00,8:00
SCH0049314,DOC0160,9/26/2024,20:00,8:00
SCH0049315,DOC0160,9/27/2024,20:00,8:00
SCH0049316,DOC0160,9/27/2024,14:00,20:00
SCH0049317,DOC0160,9/30/2024,8:00,14:00
SCH0049318,DOC0160,10/4/2024,14:00,20:00
SCH0049319,DOC0160,10/5/2024,14:00,20:00
SCH0049320,DOC0160,10/8/2024,8:00,14:00
SCH0049321,DOC0160,10/8/2024,20:00,8:00
SCH0049322,DOC0160,10/9/2024,20:00,8:00
SCH0049323,DOC0160,10/10/2024,20:00,8:00
SCH0049324,DOC0160,10/12/2024,20:00,8:00
SCH0049325,DOC0160,10/13/2024,8:00,14:00
SCH0049326,DOC0160,10/14/2024,20:00,8:00
SCH0049327,DOC0160,10/14/2024,8:00,14:00
SCH0049328,DOC0160,10/16/2024,14:00,20:00
SCH0049329,DOC0160,10/16/2024,20:00,8:00
SCH0049330,DOC0160,10/17/2024,20:00,8:00
SCH0049331,DOC0160,10/19/2024,14:00,20:00
SCH0049332,DOC0160,10/20/2024,14:00,20:00
SCH0049333,DOC0160,10/21/2024,14:00,20:00
SCH0049334,DOC0160,10/22/2024,14:00,20:00
SCH0049335,DOC0160,10/24/2024,8:00,14:00
SCH0049336,DOC0160,10/25/2024,20:00,8:00
SCH0049337,DOC0160,10/29/2024,20:00,8:00
SCH0049338,DOC0160,10/31/2024,14:00,20:00
SCH0049339,DOC0160,11/2/2024,8:00,14:00
SCH0049340,DOC0160,11/2/2024,14:00,20:00
SCH0049341,DOC0160,11/3/2024,8:00,14:00
SCH0049342,DOC0160,11/3/2024,20:00,8:00
SCH0049343,DOC0160,11/4/2024,8:00,14:00
SCH0049344,DOC0160,11/4/2024,14:00,20:00
SCH0049345,DOC0160,11/5/2024,20:00,8:00
SCH0049346,DOC0160,11/5/2024,8:00,14:00
SCH0049347,DOC0160,11/6/2024,14:00,20:00
SCH0049348,DOC0160,11/6/2024,8:00,14:00
SCH0049349,DOC0160,11/7/2024,14:00,20:00
SCH0049350,DOC0160,11/8/2024,20:00,8:00
SCH0049351,DOC0160,11/9/2024,8:00,14:00
SCH0049352,DOC0160,11/9/2024,14:00,20:00
SCH0049353,DOC0160,11/10/2024,14:00,20:00
SCH0049354,DOC0160,11/14/2024,14:00,20:00
SCH0049355,DOC0160,11/14/2024,8:00,14:00
SCH0049356,DOC0160,11/16/2024,8:00,14:00
SCH0049357,DOC0160,11/16/2024,14:00,20:00
SCH0049358,DOC0160,11/17/2024,8:00,14:00
SCH0049359,DOC0160,11/19/2024,14:00,20:00
SCH0049360,DOC0160,11/21/2024,8:00,14:00
SCH0049361,DOC0160,11/22/2024,20:00,8:00
SCH0049362,DOC0160,11/24/2024,20:00,8:00
SCH0049363,DOC0160,11/26/2024,8:00,14:00
SCH0049364,DOC0160,11/27/2024,14:00,20:00
SCH0049365,DOC0160,11/28/2024,20:00,8:00
SCH0049366,DOC0160,11/29/2024,20:00,8:00
SCH0049367,DOC0160,11/29/2024,8:00,14:00
SCH0049368,DOC0160,12/1/2024,8:00,14:00
SCH0049369,DOC0160,12/3/2024,14:00,20:00
SCH0049370,DOC0160,12/3/2024,8:00,14:00
SCH0049371,DOC0160,12/5/2024,8:00,14:00
SCH0049372,DOC0160,12/6/2024,20:00,8:00
SCH0049373,DOC0160,12/7/2024,8:00,14:00
SCH0049374,DOC0160,12/8/2024,20:00,8:00
SCH0049375,DOC0160,12/11/2024,8:00,14:00
SCH0049376,DOC0160,12/11/2024,20:00,8:00
SCH0049377,DOC0160,12/12/2024,20:00,8:00
SCH0049378,DOC0160,12/14/2024,14:00,20:00
SCH0049379,DOC0160,12/14/2024,20:00,8:00
SCH0049380,DOC0160,12/15/2024,20:00,8:00
SCH0049381,DOC0160,12/15/2024,14:00,20:00
SCH0049382,DOC0160,12/20/2024,20:00,8:00
SCH0049383,DOC0160,12/23/2024,20:00,8:00
SCH0049384,DOC0160,12/25/2024,20:00,8:00
SCH0049385,DOC0160,12/28/2024,14:00,20:00
SCH0049386,DOC0160,12/29/2024,8:00,14:00
SCH0049387,DOC0160,12/30/2024,20:00,8:00
SCH0049388,DOC0160,12/31/2024,20:00,8:00
SCH0049389,DOC0160,1/1/2025,20:00,8:00
SCH0049390,DOC0160,1/1/2025,8:00,14:00
SCH0049391,DOC0160,1/2/2025,20:00,8:00
SCH0049392,DOC0160,1/3/2025,20:00,8:00
SCH0049393,DOC0160,1/4/2025,14:00,20:00
SCH0049394,DOC0160,1/5/2025,14:00,20:00
SCH0049395,DOC0160,1/8/2025,8:00,14:00
SCH0049396,DOC0160,1/9/2025,20:00,8:00
SCH0049397,DOC0160,1/10/2025,20:00,8:00
SCH0049398,DOC0160,1/16/2025,8:00,14:00
SCH0049399,DOC0160,1/17/2025,14:00,20:00
SCH0049400,DOC0160,1/18/2025,14:00,20:00
SCH0049401,DOC0160,1/19/2025,20:00,8:00
SCH0049402,DOC0160,1/19/2025,8:00,14:00
SCH0049403,DOC0160,1/20/2025,8:00,14:00
SCH0049404,DOC0160,1/21/2025,20:00,8:00
SCH0049405,DOC0160,1/22/2025,14:00,20:00
SCH0049406,DOC0160,1/22/2025,20:00,8:00
SCH0049407,DOC0160,1/23/2025,20:00,8:00
SCH0049408,DOC0160,1/24/2025,8:00,14:00
SCH0049409,DOC0160,1/25/2025,8:00,14:00
SCH0049410,DOC0160,1/25/2025,14:00,20:00
SCH0049411,DOC0160,1/27/2025,20:00,8:00
SCH0049412,DOC0160,1/29/2025,8:00,14:00
SCH0049413,DOC0160,1/30/2025,20:00,8:00
SCH0049414,DOC0160,1/31/2025,20:00,8:00
SCH0049415,DOC0160,2/2/2025,20:00,8:00
SCH0049416,DOC0160,2/3/2025,8:00,14:00
SCH0049417,DOC0160,2/3/2025,14:00,20:00
SCH0049418,DOC0160,2/6/2025,20:00,8:00
SCH0049419,DOC0160,2/6/2025,14:00,20:00
SCH0049420,DOC0160,2/7/2025,14:00,20:00
SCH0049421,DOC0160,2/11/2025,14:00,20:00
SCH0049422,DOC0160,2/13/2025,14:00,20:00
SCH0049423,DOC0160,2/15/2025,8:00,14:00
SCH0049424,DOC0160,2/17/2025,14:00,20:00
SCH0049425,DOC0160,2/17/2025,20:00,8:00
SCH0049426,DOC0160,2/18/2025,14:00,20:00
SCH0049427,DOC0160,2/19/2025,20:00,8:00
SCH0049428,DOC0160,2/20/2025,14:00,20:00
SCH0049429,DOC0160,2/21/2025,20:00,8:00
SCH0049430,DOC0160,2/23/2025,8:00,14:00
SCH0049431,DOC0160,2/24/2025,8:00,14:00
SCH0049432,DOC0160,2/25/2025,8:00,14:00
SCH0049433,DOC0160,2/26/2025,8:00,14:00
SCH0049434,DOC0160,2/28/2025,8:00,14:00
SCH0049435,DOC0160,3/1/2025,20:00,8:00
SCH0049436,DOC0160,3/2/2025,8:00,14:00
SCH0049437,DOC0160,3/4/2025,14:00,20:00
SCH0049438,DOC0160,3/5/2025,20:00,8:00
SCH0049439,DOC0160,3/9/2025,14:00,20:00
SCH0049440,DOC0160,3/11/2025,20:00,8:00
SCH0049441,DOC0160,3/12/2025,20:00,8:00
SCH0049442,DOC0160,3/13/2025,14:00,20:00
SCH0049443,DOC0160,3/13/2025,8:00,14:00
SCH0049444,DOC0160,3/16/2025,8:00,14:00
SCH0049445,DOC0160,3/16/2025,14:00,20:00
SCH0049446,DOC0160,3/18/2025,14:00,20:00
SCH0049447,DOC0160,3/18/2025,20:00,8:00
SCH0049448,DOC0160,3/20/2025,8:00,14:00
SCH0049449,DOC0160,3/22/2025,14:00,20:00
SCH0049450,DOC0160,3/23/2025,20:00,8:00
SCH0049451,DOC0160,3/24/2025,20:00,8:00
SCH0049452,DOC0160,3/24/2025,8:00,14:00
SCH0049453,DOC0160,3/29/2025,14:00,20:00
SCH0049454,DOC0160,4/1/2025,20:00,8:00
SCH0049455,DOC0160,4/1/2025,14:00,20:00
SCH0049456,DOC0160,4/2/2025,20:00,8:00
SCH0049457,DOC0160,4/2/2025,14:00,20:00
SCH0049458,DOC0160,4/3/2025,8:00,14:00
SCH0049459,DOC0160,4/3/2025,20:00,8:00
SCH0049460,DOC0160,4/4/2025,20:00,8:00
SCH0049461,DOC0160,4/6/2025,14:00,20:00
SCH0049462,DOC0160,4/7/2025,8:00,14:00
SCH0049463,DOC0160,4/7/2025,14:00,20:00
SCH0049464,DOC0160,4/8/2025,20:00,8:00
SCH0049465,DOC0160,4/9/2025,20:00,8:00
SCH0049466,DOC0160,4/10/2025,14:00,20:00
SCH0049467,DOC0160,4/11/2025,8:00,14:00
SCH0049468,DOC0160,4/11/2025,14:00,20:00
SCH0049469,DOC0160,4/13/2025,20:00,8:00
SCH0049470,DOC0160,4/14/2025,14:00,20:00
SCH0049471,DOC0160,4/15/2025,14:00,20:00
SCH0049472,DOC0160,4/15/2025,20:00,8:00
SCH0049473,DOC0160,4/16/2025,14:00,20:00
SCH0049474,DOC0160,4/20/2025,20:00,8:00
SCH0049475,DOC0160,4/20/2025,8:00,14:00
SCH0049476,DOC0160,4/21/2025,8:00,14:00
SCH0049477,DOC0160,4/22/2025,14:00,20:00
SCH0049478,DOC0160,4/25/2025,8:00,14:00
SCH0049479,DOC0160,4/27/2025,20:00,8:00
SCH0049480,DOC0160,4/29/2025,20:00,8:00
SCH0049481,DOC0160,4/30/2025,20:00,8:00
SCH0049482,DOC0160,4/30/2025,14:00,20:00
SCH0049483,DOC0160,5/2/2025,8:00,14:00
SCH0049484,DOC0160,5/2/2025,20:00,8:00
SCH0049485,DOC0160,5/3/2025,14:00,20:00
SCH0049486,DOC0160,5/4/2025,20:00,8:00
SCH0049487,DOC0160,5/4/2025,8:00,14:00
SCH0049488,DOC0160,5/5/2025,8:00,14:00
SCH0049489,DOC0160,5/5/2025,20:00,8:00
SCH0049490,DOC0160,5/9/2025,20:00,8:00
SCH0049491,DOC0161,5/9/2024,14:00,20:00
SCH0049492,DOC0161,5/10/2024,8:00,14:00
SCH0049493,DOC0161,5/10/2024,20:00,8:00
SCH0049494,DOC0161,5/11/2024,20:00,8:00
SCH0049495,DOC0161,5/12/2024,14:00,20:00
SCH0049496,DOC0161,5/13/2024,20:00,8:00
SCH0049497,DOC0161,5/15/2024,14:00,20:00
SCH0049498,DOC0161,5/17/2024,8:00,14:00
SCH0049499,DOC0161,5/18/2024,20:00,8:00
SCH0049500,DOC0161,5/19/2024,8:00,14:00
SCH0049501,DOC0161,5/22/2024,20:00,8:00
SCH0049502,DOC0161,5/23/2024,8:00,14:00
SCH0049503,DOC0161,5/23/2024,14:00,20:00
SCH0049504,DOC0161,5/26/2024,8:00,14:00
SCH0049505,DOC0161,5/26/2024,14:00,20:00
SCH0049506,DOC0161,5/27/2024,20:00,8:00
SCH0049507,DOC0161,5/30/2024,8:00,14:00
SCH0049508,DOC0161,5/31/2024,20:00,8:00
SCH0049509,DOC0161,6/2/2024,8:00,14:00
SCH0049510,DOC0161,6/3/2024,20:00,8:00
SCH0049511,DOC0161,6/3/2024,8:00,14:00
SCH0049512,DOC0161,6/4/2024,8:00,14:00
SCH0049513,DOC0161,6/6/2024,14:00,20:00
SCH0049514,DOC0161,6/6/2024,20:00,8:00
SCH0049515,DOC0161,6/8/2024,14:00,20:00
SCH0049516,DOC0161,6/9/2024,14:00,20:00
SCH0049517,DOC0161,6/10/2024,14:00,20:00
SCH0049518,DOC0161,6/12/2024,20:00,8:00
SCH0049519,DOC0161,6/12/2024,14:00,20:00
SCH0049520,DOC0161,6/14/2024,20:00,8:00
SCH0049521,DOC0161,6/14/2024,14:00,20:00
SCH0049522,DOC0161,6/15/2024,14:00,20:00
SCH0049523,DOC0161,6/18/2024,8:00,14:00
SCH0049524,DOC0161,6/18/2024,20:00,8:00
SCH0049525,DOC0161,6/20/2024,14:00,20:00
SCH0049526,DOC0161,6/24/2024,8:00,14:00
SCH0049527,DOC0161,6/24/2024,20:00,8:00
SCH0049528,DOC0161,6/26/2024,8:00,14:00
SCH0049529,DOC0161,6/27/2024,20:00,8:00
SCH0049530,DOC0161,6/28/2024,20:00,8:00
SCH0049531,DOC0161,6/28/2024,8:00,14:00
SCH0049532,DOC0161,7/1/2024,14:00,20:00
SCH0049533,DOC0161,7/1/2024,20:00,8:00
SCH0049534,DOC0161,7/2/2024,8:00,14:00
SCH0049535,DOC0161,7/4/2024,14:00,20:00
SCH0049536,DOC0161,7/6/2024,8:00,14:00
SCH0049537,DOC0161,7/6/2024,14:00,20:00
SCH0049538,DOC0161,7/7/2024,8:00,14:00
SCH0049539,DOC0161,7/8/2024,8:00,14:00
SCH0049540,DOC0161,7/8/2024,20:00,8:00
SCH0049541,DOC0161,7/9/2024,8:00,14:00
SCH0049542,DOC0161,7/9/2024,20:00,8:00
SCH0049543,DOC0161,7/10/2024,14:00,20:00
SCH0049544,DOC0161,7/10/2024,8:00,14:00
SCH0049545,DOC0161,7/11/2024,14:00,20:00
SCH0049546,DOC0161,7/14/2024,20:00,8:00
SCH0049547,DOC0161,7/14/2024,14:00,20:00
SCH0049548,DOC0161,7/15/2024,8:00,14:00
SCH0049549,DOC0161,7/15/2024,14:00,20:00
SCH0049550,DOC0161,7/16/2024,14:00,20:00
