bed_id,hospital_id,department_id,bed_number,bed_type,availability_status
BED000482,H001,DEPT0014,DER-022,Standard,Occupied
BED000483,H001,DEPT0014,DER-023,Standard,Available
BED000484,H001,DEPT0014,DER-024,Standard,Under Maintenance
BED000485,H001,DEPT0014,DER-025,Standard,Occupied
BED000486,H001,DEPT0014,DER-026,Standard,Occupied
BED000487,H001,DEPT0014,DER-027,Standard,Available
BED000488,H001,DEPT0014,DER-028,Standard,Occupied
BED000489,H001,DEPT0014,DER-029,Standard,Available
BED000490,H001,DEPT0014,DER-030,Standard,Available
BED000491,H001,DEPT0014,DER-031,Standard,Available
BED000492,H001,DEPT0014,DER-032,Standard,Available
BED000493,H001,DEPT0015,ENT-001,Standard,Available
BED000494,H001,DEPT0015,ENT-002,Standard,Occupied
BED000495,H001,DEPT0015,ENT-003,Standard,Occupied
BED000496,H001,DEPT0015,ENT-004,Standard,Occupied
BED000497,H001,DEPT0015,ENT-005,Standard,Occupied
BED000498,H001,DEPT0015,ENT-006,Standard,Occupied
BED000499,H001,DEPT0015,ENT-007,Standard,Occupied
BED000500,H001,DEPT0015,ENT-008,Standard,Occupied
BED000501,H001,DEPT0015,ENT-009,Standard,Occupied
BED000502,H001,DEPT0015,ENT-010,Standard,Under Maintenance
BED000503,H001,DEPT0015,ENT-011,Standard,Available
BED000504,H001,DEPT0015,ENT-012,Standard,Occupied
BED000505,H001,DEPT0015,ENT-013,Standard,Available
BED000506,H001,DEPT0015,ENT-014,Standard,Available
BED000507,H001,DEPT0015,ENT-015,Standard,Available
BED000508,H001,DEPT0015,ENT-016,Standard,Under Maintenance
BED000509,H001,DEPT0015,ENT-017,Standard,Occupied
BED000510,H001,DEPT0015,ENT-018,Standard,Available
BED000511,H001,DEPT0015,ENT-019,Standard,Occupied
BED000512,H001,DEPT0015,ENT-020,Standard,Under Maintenance
BED000513,H001,DEPT0015,ENT-021,Standard,Occupied
BED000514,H001,DEPT0015,ENT-022,Standard,Available
BED000515,H001,DEPT0015,ENT-023,Standard,Available
BED000516,H001,DEPT0015,ENT-024,Standard,Occupied
BED000517,H001,DEPT0015,ENT-025,Standard,Under Maintenance
BED000518,H001,DEPT0015,ENT-026,Standard,Occupied
BED000519,H001,DEPT0015,ENT-027,Standard,Occupied
BED000520,H001,DEPT0015,ENT-028,Standard,Occupied
BED000521,H001,DEPT0015,ENT-029,Standard,Occupied
BED000522,H001,DEPT0015,ENT-030,Standard,Available
BED000523,H001,DEPT0015,ENT-031,Standard,Occupied
BED000524,H001,DEPT0015,ENT-032,Standard,Occupied
BED000525,H001,DEPT0016,PSY-001,Standard,Occupied
BED000526,H001,DEPT0016,PSY-002,Standard,Occupied
BED000527,H001,DEPT0016,PSY-003,Standard,Available
BED000528,H001,DEPT0016,PSY-004,Standard,Occupied
BED000529,H001,DEPT0016,PSY-005,Standard,Occupied
BED000530,H001,DEPT0016,PSY-006,Standard,Occupied
BED000531,H001,DEPT0016,PSY-007,Standard,Occupied
BED000532,H001,DEPT0016,PSY-008,Standard,Available
BED000533,H001,DEPT0016,PSY-009,Standard,Occupied
BED000534,H001,DEPT0016,PSY-010,Standard,Available
BED000535,H001,DEPT0016,PSY-011,Standard,Occupied
BED000536,H001,DEPT0016,PSY-012,Standard,Occupied
BED000537,H001,DEPT0016,PSY-013,Standard,Available
BED000538,H001,DEPT0016,PSY-014,Standard,Occupied
BED000539,H001,DEPT0016,PSY-015,Standard,Available
BED000540,H001,DEPT0016,PSY-016,Standard,Available
BED000541,H001,DEPT0016,PSY-017,Standard,Available
BED000542,H001,DEPT0016,PSY-018,Standard,Under Maintenance
BED000543,H001,DEPT0016,PSY-019,Standard,Occupied
BED000544,H001,DEPT0016,PSY-020,Standard,Occupied
BED000545,H001,DEPT0016,PSY-021,Standard,Available
BED000546,H001,DEPT0016,PSY-022,Standard,Available
BED000547,H001,DEPT0016,PSY-023,Standard,Occupied
BED000548,H001,DEPT0016,PSY-024,Standard,Occupied
BED000549,H001,DEPT0016,PSY-025,Standard,Occupied
BED000550,H001,DEPT0016,PSY-026,Standard,Occupied
BED000551,H001,DEPT0016,PSY-027,Standard,Available
BED000552,H001,DEPT0016,PSY-028,Standard,Occupied
BED000553,H001,DEPT0016,PSY-029,Standard,Occupied
BED000554,H001,DEPT0016,PSY-030,Standard,Occupied
BED000555,H001,DEPT0016,PSY-031,Standard,Occupied
BED000556,H001,DEPT0016,PSY-032,Standard,Available
BED000557,H001,DEPT0017,ONC-001,Standard,Occupied
BED000558,H001,DEPT0017,ONC-002,Standard,Occupied
BED000559,H001,DEPT0017,ONC-003,Standard,Occupied
BED000560,H001,DEPT0017,ONC-004,Standard,Occupied
BED000561,H001,DEPT0017,ONC-005,Standard,Available
BED000562,H001,DEPT0017,ONC-006,Standard,Occupied
BED000563,H001,DEPT0017,ONC-007,Standard,Available
BED000564,H001,DEPT0017,ONC-008,Standard,Available
BED000565,H001,DEPT0017,ONC-009,Standard,Occupied
BED000566,H001,DEPT0017,ONC-010,Standard,Under Maintenance
BED000567,H001,DEPT0017,ONC-011,Standard,Available
BED000568,H001,DEPT0017,ONC-012,Standard,Available
BED000569,H001,DEPT0017,ONC-013,Standard,Under Maintenance
BED000570,H001,DEPT0017,ONC-014,Standard,Available
BED000571,H001,DEPT0017,ONC-015,Standard,Occupied
BED000572,H001,DEPT0017,ONC-016,Standard,Occupied
BED000573,H001,DEPT0017,ONC-017,Standard,Available
BED000574,H001,DEPT0017,ONC-018,Standard,Occupied
BED000575,H001,DEPT0017,ONC-019,Standard,Available
BED000576,H001,DEPT0017,ONC-020,Standard,Occupied
BED000577,H001,DEPT0017,ONC-021,Standard,Available
BED000578,H001,DEPT0017,ONC-022,Standard,Occupied
BED000579,H001,DEPT0017,ONC-023,Standard,Occupied
BED000580,H001,DEPT0017,ONC-024,Standard,Occupied
BED000581,H001,DEPT0017,ONC-025,Standard,Occupied
BED000582,H001,DEPT0017,ONC-026,Standard,Available
BED000583,H001,DEPT0017,ONC-027,Standard,Available
BED000584,H001,DEPT0017,ONC-028,Standard,Occupied
BED000585,H001,DEPT0017,ONC-029,Standard,Occupied
BED000586,H001,DEPT0017,ONC-030,Standard,Available
BED000587,H001,DEPT0017,ONC-031,Standard,Occupied
BED000588,H001,DEPT0017,ONC-032,Standard,Occupied
BED000589,H002,DEPT0022,ICU-001,ICU,Occupied
BED000590,H002,DEPT0022,ICU-002,ICU,Occupied
BED000591,H002,DEPT0022,ICU-003,ICU,Available
BED000592,H002,DEPT0022,ICU-004,ICU,Occupied
BED000593,H002,DEPT0022,ICU-005,ICU,Occupied
BED000594,H002,DEPT0022,ICU-006,ICU,Occupied
BED000595,H002,DEPT0022,ICU-007,ICU,Available
BED000596,H002,DEPT0022,ICU-008,ICU,Occupied
BED000597,H002,DEPT0022,ICU-009,ICU,Occupied
BED000598,H002,DEPT0022,ICU-010,ICU,Occupied
BED000599,H002,DEPT0022,ICU-011,ICU,Occupied
BED000600,H002,DEPT0022,ICU-012,ICU,Available
BED000601,H002,DEPT0022,ICU-013,ICU,Occupied
BED000602,H002,DEPT0022,ICU-014,ICU,Occupied
BED000603,H002,DEPT0022,ICU-015,ICU,Occupied
BED000604,H002,DEPT0022,ICU-016,ICU,Available
BED000605,H002,DEPT0022,ICU-017,ICU,Occupied
BED000606,H002,DEPT0022,ICU-018,ICU,Occupied
BED000607,H002,DEPT0022,ICU-019,ICU,Occupied
BED000608,H002,DEPT0022,ICU-020,ICU,Occupied
BED000609,H002,DEPT0022,ICU-021,ICU,Occupied
BED000610,H002,DEPT0022,ICU-022,ICU,Occupied
BED000611,H002,DEPT0022,ICU-023,ICU,Occupied
BED000612,H002,DEPT0022,ICU-024,ICU,Occupied
BED000613,H002,DEPT0022,ICU-025,ICU,Occupied
BED000614,H002,DEPT0022,ICU-026,ICU,Occupied
BED000615,H002,DEPT0022,ICU-027,ICU,Occupied
BED000616,H002,DEPT0022,ICU-028,ICU,Occupied
BED000617,H002,DEPT0022,ICU-029,ICU,Occupied
BED000618,H002,DEPT0022,ICU-030,ICU,Occupied
BED000619,H002,DEPT0021,ER-001,Emergency,Occupied
BED000620,H002,DEPT0021,ER-002,Emergency,Occupied
BED000621,H002,DEPT0021,ER-003,Emergency,Occupied
BED000622,H002,DEPT0021,ER-004,Emergency,Available
BED000623,H002,DEPT0021,ER-005,Emergency,Occupied
BED000624,H002,DEPT0021,ER-006,Emergency,Occupied
BED000625,H002,DEPT0021,ER-007,Emergency,Available
BED000626,H002,DEPT0021,ER-008,Emergency,Available
BED000627,H002,DEPT0021,ER-009,Emergency,Occupied
BED000628,H002,DEPT0021,ER-010,Emergency,Available
BED000629,H002,DEPT0021,ER-011,Emergency,Occupied
BED000630,H002,DEPT0021,ER-012,Emergency,Occupied
BED000631,H002,DEPT0021,ER-013,Emergency,Occupied
BED000632,H002,DEPT0021,ER-014,Emergency,Occupied
BED000633,H002,DEPT0021,ER-015,Emergency,Occupied
BED000634,H002,DEPT0021,ER-016,Emergency,Occupied
BED000635,H002,DEPT0021,ER-017,Emergency,Occupied
BED000636,H002,DEPT0021,ER-018,Emergency,Occupied
BED000637,H002,DEPT0021,ER-019,Emergency,Available
BED000638,H002,DEPT0021,ER-020,Emergency,Occupied
BED000639,H002,DEPT0021,ER-021,Emergency,Occupied
BED000640,H002,DEPT0021,ER-022,Emergency,Occupied
BED000641,H002,DEPT0021,ER-023,Emergency,Occupied
BED000642,H002,DEPT0021,ER-024,Emergency,Occupied
BED000643,H002,DEPT0021,ER-025,Emergency,Occupied
BED000644,H002,DEPT0021,ER-026,Emergency,Occupied
BED000645,H002,DEPT0021,ER-027,Emergency,Available
BED000646,H002,DEPT0021,ER-028,Emergency,Available
BED000647,H002,DEPT0023,INT-001,Standard,Occupied
BED000648,H002,DEPT0023,INT-002,Standard,Available
BED000649,H002,DEPT0023,INT-003,Standard,Available
BED000650,H002,DEPT0023,INT-004,Standard,Available
BED000651,H002,DEPT0023,INT-005,Standard,Occupied
BED000652,H002,DEPT0023,INT-006,Standard,Occupied
BED000653,H002,DEPT0023,INT-007,Standard,Occupied
BED000654,H002,DEPT0023,INT-008,Standard,Occupied
BED000655,H002,DEPT0023,INT-009,Standard,Available
BED000656,H002,DEPT0023,INT-010,Standard,Occupied
BED000657,H002,DEPT0023,INT-011,Standard,Occupied
BED000658,H002,DEPT0023,INT-012,Standard,Available
BED000659,H002,DEPT0023,INT-013,Standard,Available
BED000660,H002,DEPT0023,INT-014,Standard,Under Maintenance
BED000661,H002,DEPT0023,INT-015,Standard,Occupied
BED000662,H002,DEPT0023,INT-016,Standard,Occupied
BED000663,H002,DEPT0023,INT-017,Standard,Occupied
BED000664,H002,DEPT0023,INT-018,Standard,Available
BED000665,H002,DEPT0023,INT-019,Standard,Occupied
BED000666,H002,DEPT0024,CAR-001,Standard,Occupied
BED000667,H002,DEPT0024,CAR-002,Standard,Occupied
BED000668,H002,DEPT0024,CAR-003,Standard,Occupied
BED000669,H002,DEPT0024,CAR-004,Standard,Occupied
BED000670,H002,DEPT0024,CAR-005,Standard,Occupied
BED000671,H002,DEPT0024,CAR-006,Standard,Available
BED000672,H002,DEPT0024,CAR-007,Standard,Occupied
BED000673,H002,DEPT0024,CAR-008,Standard,Available
BED000674,H002,DEPT0024,CAR-009,Standard,Available
BED000675,H002,DEPT0024,CAR-010,Standard,Available
BED000676,H002,DEPT0024,CAR-011,Standard,Available
BED000677,H002,DEPT0024,CAR-012,Standard,Occupied
BED000678,H002,DEPT0024,CAR-013,Standard,Occupied
BED000679,H002,DEPT0024,CAR-014,Standard,Available
BED000680,H002,DEPT0024,CAR-015,Standard,Occupied
BED000681,H002,DEPT0024,CAR-016,Standard,Occupied
BED000682,H002,DEPT0024,CAR-017,Standard,Available
BED000683,H002,DEPT0024,CAR-018,Standard,Occupied
BED000684,H002,DEPT0024,CAR-019,Standard,Available
BED000685,H002,DEPT0025,PUL-001,Standard,Occupied
BED000686,H002,DEPT0025,PUL-002,Standard,Occupied
BED000687,H002,DEPT0025,PUL-003,Standard,Under Maintenance
BED000688,H002,DEPT0025,PUL-004,Standard,Occupied
BED000689,H002,DEPT0025,PUL-005,Standard,Occupied
BED000690,H002,DEPT0025,PUL-006,Standard,Available
BED000691,H002,DEPT0025,PUL-007,Standard,Occupied
BED000692,H002,DEPT0025,PUL-008,Standard,Available
BED000693,H002,DEPT0025,PUL-009,Standard,Occupied
BED000694,H002,DEPT0025,PUL-010,Standard,Occupied
BED000695,H002,DEPT0025,PUL-011,Standard,Occupied
BED000696,H002,DEPT0025,PUL-012,Standard,Available
BED000697,H002,DEPT0025,PUL-013,Standard,Available
BED000698,H002,DEPT0025,PUL-014,Standard,Available
BED000699,H002,DEPT0025,PUL-015,Standard,Occupied
BED000700,H002,DEPT0025,PUL-016,Standard,Occupied
BED000701,H002,DEPT0025,PUL-017,Standard,Under Maintenance
BED000702,H002,DEPT0025,PUL-018,Standard,Occupied
BED000703,H002,DEPT0025,PUL-019,Standard,Available
BED000704,H002,DEPT0026,NEU-001,Standard,Available
BED000705,H002,DEPT0026,NEU-002,Standard,Occupied
BED000706,H002,DEPT0026,NEU-003,Standard,Occupied
BED000707,H002,DEPT0026,NEU-004,Standard,Available
BED000708,H002,DEPT0026,NEU-005,Standard,Available
BED000709,H002,DEPT0026,NEU-006,Standard,Occupied
BED000710,H002,DEPT0026,NEU-007,Standard,Available
BED000711,H002,DEPT0026,NEU-008,Standard,Occupied
BED000712,H002,DEPT0026,NEU-009,Standard,Occupied
BED000713,H002,DEPT0026,NEU-010,Standard,Occupied
BED000714,H002,DEPT0026,NEU-011,Standard,Occupied
BED000715,H002,DEPT0026,NEU-012,Standard,Available
BED000716,H002,DEPT0026,NEU-013,Standard,Occupied
BED000717,H002,DEPT0026,NEU-014,Standard,Occupied
BED000718,H002,DEPT0026,NEU-015,Standard,Under Maintenance
BED000719,H002,DEPT0026,NEU-016,Standard,Occupied
BED000720,H002,DEPT0026,NEU-017,Standard,Occupied
BED000721,H002,DEPT0026,NEU-018,Standard,Occupied
BED000722,H002,DEPT0026,NEU-019,Standard,Available
BED000723,H002,DEPT0027,GAS-001,Standard,Occupied
BED000724,H002,DEPT0027,GAS-002,Standard,Available
BED000725,H002,DEPT0027,GAS-003,Standard,Available
BED000726,H002,DEPT0027,GAS-004,Standard,Occupied
BED000727,H002,DEPT0027,GAS-005,Standard,Occupied
BED000728,H002,DEPT0027,GAS-006,Standard,Available
BED000729,H002,DEPT0027,GAS-007,Standard,Available
BED000730,H002,DEPT0027,GAS-008,Standard,Occupied
BED000731,H002,DEPT0027,GAS-009,Standard,Occupied
BED000732,H002,DEPT0027,GAS-010,Standard,Under Maintenance
BED000733,H002,DEPT0027,GAS-011,Standard,Available
BED000734,H002,DEPT0027,GAS-012,Standard,Occupied
BED000735,H002,DEPT0027,GAS-013,Standard,Occupied
BED000736,H002,DEPT0027,GAS-014,Standard,Occupied
BED000737,H002,DEPT0027,GAS-015,Standard,Under Maintenance
BED000738,H002,DEPT0027,GAS-016,Standard,Occupied
BED000739,H002,DEPT0027,GAS-017,Standard,Available
BED000740,H002,DEPT0027,GAS-018,Standard,Occupied
BED000741,H002,DEPT0027,GAS-019,Standard,Available
BED000742,H002,DEPT0028,NEP-001,Standard,Available
BED000743,H002,DEPT0028,NEP-002,Standard,Available
BED000744,H002,DEPT0028,NEP-003,Standard,Occupied
BED000745,H002,DEPT0028,NEP-004,Standard,Occupied
BED000746,H002,DEPT0028,NEP-005,Standard,Occupied
BED000747,H002,DEPT0028,NEP-006,Standard,Occupied
BED000748,H002,DEPT0028,NEP-007,Standard,Occupied
BED000749,H002,DEPT0028,NEP-008,Standard,Occupied
BED000750,H002,DEPT0028,NEP-009,Standard,Occupied
BED000751,H002,DEPT0028,NEP-010,Standard,Available
BED000752,H002,DEPT0028,NEP-011,Standard,Available
BED000753,H002,DEPT0028,NEP-012,Standard,Occupied
BED000754,H002,DEPT0028,NEP-013,Standard,Occupied
BED000755,H002,DEPT0028,NEP-014,Standard,Available
BED000756,H002,DEPT0028,NEP-015,Standard,Available
BED000757,H002,DEPT0028,NEP-016,Standard,Available
BED000758,H002,DEPT0028,NEP-017,Standard,Available
BED000759,H002,DEPT0028,NEP-018,Standard,Occupied
BED000760,H002,DEPT0028,NEP-019,Standard,Occupied
BED000761,H002,DEPT0029,END-001,Standard,Occupied
BED000762,H002,DEPT0029,END-002,Standard,Available
BED000763,H002,DEPT0029,END-003,Standard,Occupied
BED000764,H002,DEPT0029,END-004,Standard,Occupied
BED000765,H002,DEPT0029,END-005,Standard,Available
BED000766,H002,DEPT0029,END-006,Standard,Occupied
BED000767,H002,DEPT0029,END-007,Standard,Occupied
BED000768,H002,DEPT0029,END-008,Standard,Available
BED000769,H002,DEPT0029,END-009,Standard,Occupied
BED000770,H002,DEPT0029,END-010,Standard,Occupied
BED000771,H002,DEPT0029,END-011,Standard,Available
BED000772,H002,DEPT0029,END-012,Standard,Available
BED000773,H002,DEPT0029,END-013,Standard,Occupied
BED000774,H002,DEPT0029,END-014,Standard,Available
BED000775,H002,DEPT0029,END-015,Standard,Occupied
BED000776,H002,DEPT0029,END-016,Standard,Available
BED000777,H002,DEPT0029,END-017,Standard,Occupied
BED000778,H002,DEPT0029,END-018,Standard,Occupied
BED000779,H002,DEPT0029,END-019,Standard,Under Maintenance
BED000780,H002,DEPT0030,ORT-001,Standard,Available
BED000781,H002,DEPT0030,ORT-002,Standard,Under Maintenance
BED000782,H002,DEPT0030,ORT-003,Standard,Available
BED000783,H002,DEPT0030,ORT-004,Standard,Available
BED000784,H002,DEPT0030,ORT-005,Standard,Occupied
BED000785,H002,DEPT0030,ORT-006,Standard,Available
BED000786,H002,DEPT0030,ORT-007,Standard,Occupied
BED000787,H002,DEPT0030,ORT-008,Standard,Occupied
BED000788,H002,DEPT0030,ORT-009,Standard,Occupied
BED000789,H002,DEPT0030,ORT-010,Standard,Occupied
BED000790,H002,DEPT0030,ORT-011,Standard,Occupied
BED000791,H002,DEPT0030,ORT-012,Standard,Occupied
BED000792,H002,DEPT0030,ORT-013,Standard,Occupied
BED000793,H002,DEPT0030,ORT-014,Standard,Available
BED000794,H002,DEPT0030,ORT-015,Standard,Occupied
BED000795,H002,DEPT0030,ORT-016,Standard,Occupied
BED000796,H002,DEPT0030,ORT-017,Standard,Occupied
BED000797,H002,DEPT0030,ORT-018,Standard,Occupied
BED000798,H002,DEPT0030,ORT-019,Standard,Occupied
BED000799,H002,DEPT0031,GEN-001,Standard,Occupied
BED000800,H002,DEPT0031,GEN-002,Standard,Occupied
BED000801,H002,DEPT0031,GEN-003,Standard,Available
BED000802,H002,DEPT0031,GEN-004,Standard,Occupied
BED000803,H002,DEPT0031,GEN-005,Standard,Available
BED000804,H002,DEPT0031,GEN-006,Standard,Occupied
BED000805,H002,DEPT0031,GEN-007,Standard,Available
BED000806,H002,DEPT0031,GEN-008,Standard,Occupied
BED000807,H002,DEPT0031,GEN-009,Standard,Occupied
BED000808,H002,DEPT0031,GEN-010,Standard,Occupied
BED000809,H002,DEPT0031,GEN-011,Standard,Occupied
BED000810,H002,DEPT0031,GEN-012,Standard,Occupied
BED000811,H002,DEPT0031,GEN-013,Standard,Occupied
BED000812,H002,DEPT0031,GEN-014,Standard,Occupied
BED000813,H002,DEPT0031,GEN-015,Standard,Occupied
BED000814,H002,DEPT0031,GEN-016,Standard,Available
BED000815,H002,DEPT0031,GEN-017,Standard,Available
BED000816,H002,DEPT0031,GEN-018,Standard,Occupied
BED000817,H002,DEPT0031,GEN-019,Standard,Occupied
BED000818,H002,DEPT0032,PED-001,Standard,Occupied
BED000819,H002,DEPT0032,PED-002,Standard,Occupied
BED000820,H002,DEPT0032,PED-003,Standard,Available
BED000821,H002,DEPT0032,PED-004,Standard,Occupied
BED000822,H002,DEPT0032,PED-005,Standard,Available
BED000823,H002,DEPT0032,PED-006,Standard,Occupied
BED000824,H002,DEPT0032,PED-007,Standard,Available
BED000825,H002,DEPT0032,PED-008,Standard,Available
BED000826,H002,DEPT0032,PED-009,Standard,Available
BED000827,H002,DEPT0032,PED-010,Standard,Available
BED000828,H002,DEPT0032,PED-011,Standard,Occupied
BED000829,H002,DEPT0032,PED-012,Standard,Occupied
BED000830,H002,DEPT0032,PED-013,Standard,Available
BED000831,H002,DEPT0032,PED-014,Standard,Occupied
BED000832,H002,DEPT0032,PED-015,Standard,Available
BED000833,H002,DEPT0032,PED-016,Standard,Occupied
BED000834,H002,DEPT0032,PED-017,Standard,Occupied
BED000835,H002,DEPT0032,PED-018,Standard,Available
BED000836,H002,DEPT0032,PED-019,Standard,Occupied
BED000837,H002,DEPT0033,OBS-001,Standard,Available
BED000838,H002,DEPT0033,OBS-002,Standard,Occupied
BED000839,H002,DEPT0033,OBS-003,Standard,Available
BED000840,H002,DEPT0033,OBS-004,Standard,Occupied
BED000841,H002,DEPT0033,OBS-005,Standard,Occupied
BED000842,H002,DEPT0033,OBS-006,Standard,Available
BED000843,H002,DEPT0033,OBS-007,Standard,Occupied
BED000844,H002,DEPT0033,OBS-008,Standard,Occupied
BED000845,H002,DEPT0033,OBS-009,Standard,Occupied
BED000846,H002,DEPT0033,OBS-010,Standard,Occupied
BED000847,H002,DEPT0033,OBS-011,Standard,Under Maintenance
BED000848,H002,DEPT0033,OBS-012,Standard,Available
BED000849,H002,DEPT0033,OBS-013,Standard,Available
BED000850,H002,DEPT0033,OBS-014,Standard,Occupied
BED000851,H002,DEPT0033,OBS-015,Standard,Available
BED000852,H002,DEPT0033,OBS-016,Standard,Occupied
BED000853,H002,DEPT0033,OBS-017,Standard,Available
BED000854,H002,DEPT0033,OBS-018,Standard,Available
BED000855,H002,DEPT0033,OBS-019,Standard,Occupied
BED000856,H002,DEPT0034,DER-001,Standard,Available
BED000857,H002,DEPT0034,DER-002,Standard,Available
BED000858,H002,DEPT0034,DER-003,Standard,Occupied
BED000859,H002,DEPT0034,DER-004,Standard,Available
BED000860,H002,DEPT0034,DER-005,Standard,Occupied
BED000861,H002,DEPT0034,DER-006,Standard,Available
BED000862,H002,DEPT0034,DER-007,Standard,Occupied
BED000863,H002,DEPT0034,DER-008,Standard,Occupied
BED000864,H002,DEPT0034,DER-009,Standard,Occupied
BED000865,H002,DEPT0034,DER-010,Standard,Occupied
BED000866,H002,DEPT0034,DER-011,Standard,Occupied
BED000867,H002,DEPT0034,DER-012,Standard,Occupied
BED000868,H002,DEPT0034,DER-013,Standard,Available
BED000869,H002,DEPT0034,DER-014,Standard,Occupied
BED000870,H002,DEPT0034,DER-015,Standard,Occupied
BED000871,H002,DEPT0034,DER-016,Standard,Occupied
BED000872,H002,DEPT0034,DER-017,Standard,Under Maintenance
BED000873,H002,DEPT0034,DER-018,Standard,Occupied
BED000874,H002,DEPT0034,DER-019,Standard,Occupied
BED000875,H002,DEPT0035,ENT-001,Standard,Available
BED000876,H002,DEPT0035,ENT-002,Standard,Occupied
BED000877,H002,DEPT0035,ENT-003,Standard,Occupied
BED000878,H002,DEPT0035,ENT-004,Standard,Available
BED000879,H002,DEPT0035,ENT-005,Standard,Available
BED000880,H002,DEPT0035,ENT-006,Standard,Under Maintenance
BED000881,H002,DEPT0035,ENT-007,Standard,Occupied
BED000882,H002,DEPT0035,ENT-008,Standard,Available
BED000883,H002,DEPT0035,ENT-009,Standard,Available
BED000884,H002,DEPT0035,ENT-010,Standard,Occupied
BED000885,H002,DEPT0035,ENT-011,Standard,Occupied
BED000886,H002,DEPT0035,ENT-012,Standard,Available
BED000887,H002,DEPT0035,ENT-013,Standard,Occupied
BED000888,H002,DEPT0035,ENT-014,Standard,Occupied
BED000889,H002,DEPT0035,ENT-015,Standard,Occupied
BED000890,H002,DEPT0035,ENT-016,Standard,Available
BED000891,H002,DEPT0035,ENT-017,Standard,Available
BED000892,H002,DEPT0035,ENT-018,Standard,Available
BED000893,H002,DEPT0035,ENT-019,Standard,Available
BED000894,H002,DEPT0036,PSY-001,Standard,Occupied
BED000895,H002,DEPT0036,PSY-002,Standard,Occupied
BED000896,H002,DEPT0036,PSY-003,Standard,Available
BED000897,H002,DEPT0036,PSY-004,Standard,Occupied
BED000898,H002,DEPT0036,PSY-005,Standard,Occupied
BED000899,H002,DEPT0036,PSY-006,Standard,Occupied
BED000900,H002,DEPT0036,PSY-007,Standard,Occupied
BED000901,H002,DEPT0036,PSY-008,Standard,Available
BED000902,H002,DEPT0036,PSY-009,Standard,Occupied
BED000903,H002,DEPT0036,PSY-010,Standard,Available
BED000904,H002,DEPT0036,PSY-011,Standard,Available
BED000905,H002,DEPT0036,PSY-012,Standard,Occupied
BED000906,H002,DEPT0036,PSY-013,Standard,Available
BED000907,H002,DEPT0036,PSY-014,Standard,Occupied
BED000908,H002,DEPT0036,PSY-015,Standard,Occupied
BED000909,H002,DEPT0036,PSY-016,Standard,Available
BED000910,H002,DEPT0036,PSY-017,Standard,Occupied
BED000911,H002,DEPT0036,PSY-018,Standard,Occupied
BED000912,H002,DEPT0036,PSY-019,Standard,Occupied
BED000913,H002,DEPT0037,ONC-001,Standard,Available
BED000914,H002,DEPT0037,ONC-002,Standard,Available
BED000915,H002,DEPT0037,ONC-003,Standard,Available
BED000916,H002,DEPT0037,ONC-004,Standard,Occupied
BED000917,H002,DEPT0037,ONC-005,Standard,Under Maintenance
BED000918,H002,DEPT0037,ONC-006,Standard,Occupied
BED000919,H002,DEPT0037,ONC-007,Standard,Available
BED000920,H002,DEPT0037,ONC-008,Standard,Available
BED000921,H002,DEPT0037,ONC-009,Standard,Available
BED000922,H002,DEPT0037,ONC-010,Standard,Available
BED000923,H002,DEPT0037,ONC-011,Standard,Occupied
BED000924,H002,DEPT0037,ONC-012,Standard,Occupied
BED000925,H002,DEPT0037,ONC-013,Standard,Occupied
BED000926,H002,DEPT0037,ONC-014,Standard,Occupied
BED000927,H002,DEPT0037,ONC-015,Standard,Under Maintenance
BED000928,H002,DEPT0037,ONC-016,Standard,Occupied
BED000929,H002,DEPT0037,ONC-017,Standard,Occupied
BED000930,H002,DEPT0037,ONC-018,Standard,Occupied
BED000931,H002,DEPT0037,ONC-019,Standard,Occupied
BED000932,H003,DEPT0042,ICU-001,ICU,Available
BED000933,H003,DEPT0042,ICU-002,ICU,Occupied
BED000934,H003,DEPT0042,ICU-003,ICU,Available
BED000935,H003,DEPT0042,ICU-004,ICU,Available
BED000936,H003,DEPT0042,ICU-005,ICU,Occupied
BED000937,H003,DEPT0042,ICU-006,ICU,Available
BED000938,H003,DEPT0042,ICU-007,ICU,Occupied
BED000939,H003,DEPT0042,ICU-008,ICU,Available
BED000940,H003,DEPT0042,ICU-009,ICU,Occupied
BED000941,H003,DEPT0042,ICU-010,ICU,Occupied
BED000942,H003,DEPT0042,ICU-011,ICU,Available
BED000943,H003,DEPT0042,ICU-012,ICU,Available
BED000944,H003,DEPT0042,ICU-013,ICU,Occupied
BED000945,H003,DEPT0042,ICU-014,ICU,Available
BED000946,H003,DEPT0042,ICU-015,ICU,Available
BED000947,H003,DEPT0042,ICU-016,ICU,Under Maintenance
BED000948,H003,DEPT0042,ICU-017,ICU,Occupied
BED000949,H003,DEPT0042,ICU-018,ICU,Available
BED000950,H003,DEPT0042,ICU-019,ICU,Occupied
BED000951,H003,DEPT0042,ICU-020,ICU,Occupied
BED000952,H003,DEPT0041,ER-001,Emergency,Available
BED000953,H003,DEPT0041,ER-002,Emergency,Available
BED000954,H003,DEPT0041,ER-003,Emergency,Occupied
BED000955,H003,DEPT0041,ER-004,Emergency,Occupied
BED000956,H003,DEPT0041,ER-005,Emergency,Occupied
BED000957,H003,DEPT0041,ER-006,Emergency,Occupied
BED000958,H003,DEPT0041,ER-007,Emergency,Occupied
BED000959,H003,DEPT0041,ER-008,Emergency,Occupied
